depth,heuristic,found,solution_cost,nodes_expanded,nodes_generated,runtime_seconds,effective_branching_factor
8,h1,True,8,15,30,3.641704097390175e-05,1.2849256127788138
8,h1,True,8,13,26,3.091711550951004e-05,1.2517682171153943
8,h1,True,8,14,27,3.270898014307022e-05,1.2605116666223641
8,h1,True,8,9,16,1.979200169444084e-05,1.1387502839458286
8,h1,True,8,15,28,3.52498609572649e-05,1.268937301615972
8,h1,True,8,15,30,3.679189831018448e-05,1.2849256127788138
8,h1,True,8,16,32,3.9165839552879333e-05,1.2998912964237617
8,h1,True,8,18,34,4.3082982301712036e-05,1.3139624545600426
8,h1,True,8,8,16,1.8875114619731903e-05,1.1387502839458286
8,h1,True,8,17,34,4.191696643829346e-05,1.3139624545600426
8,h1,True,8,18,34,4.291580989956856e-05,1.3139624545600426
8,h1,True,8,22,41,5.195802077651024e-05,1.3575366662578658
8,h1,True,8,16,31,4.054210148751736e-05,1.2925276685442029
8,h2,True,8,8,18,3.308313898742199e-05,1.1663361100413634
8,h2,True,8,9,17,3.1916191801428795e-05,1.1529696597336176
8,h2,True,8,8,18,3.245798870921135e-05,1.1663361100413634
8,h2,True,8,8,16,2.9708025977015495e-05,1.1387502839458286
8,h2,True,8,10,21,3.8458965718746185e-05,1.2022359117176493
8,h2,True,8,8,14,2.6333145797252655e-05,1.1072402735252624
8,h2,True,8,8,16,2.9375078156590462e-05,1.1387502839458286
8,h2,True,8,8,18,3.2582785934209824e-05,1.1663361100413634
8,h2,True,8,8,14,2.6624882593750954e-05,1.1072402735252624
8,h2,True,8,8,16,2.9416056349873543e-05,1.1387502839458286
8,h2,True,8,8,14,2.629193477332592e-05,1.1072402735252624
8,h2,True,8,8,16,2.945796586573124e-05,1.1387502839458286
8,h2,True,8,8,14,2.6166904717683792e-05,1.1072402735252624
8,h2,True,8,8,16,2.9582995921373367e-05,1.1387502839458286
8,h2,True,8,10,21,3.850017674267292e-05,1.2022359117176493
8,h2,True,8,8,16,2.9250048100948334e-05,1.1387502839458286
8,h2,True,8,8,16,2.9291026294231415e-05,1.1387502839458286
8,h2,True,8,10,21,3.824988380074501e-05,1.2022359117176493
8,h2,True,8,8,16,2.9416987672448158e-05,1.1387502839458286
8,h2,True,8,10,21,3.8125086575746536e-05,1.2022359117176493
8,h2,True,8,8,16,2.9625138267874718e-05,1.1387502839458286
8,h2,True,8,10,21,3.841589204967022e-05,1.2022359117176493
8,h2,True,8,11,22,4.070787690579891e-05,1.2130386813599814
8,h2,True,8,8,16,2.924981527030468e-05,1.1387502839458286
8,h2,True,8,8,16,2.9250048100948334e-05,1.1387502839458286
8,h2,True,8,8,16,2.9041897505521774e-05,1.1387502839458286
8,h2,True,8,8,18,3.204098902642727e-05,1.1663361100413634
8,h2,True,8,10,21,3.795791417360306e-05,1.2022359117176493
8,h2,True,8,8,18,3.220909275114536e-05,1.1663361100413634
8,h2,True,8,8,16,2.9374845325946808e-05,1.1387502839458286
8,h2,True,8,8,18,3.229081630706787e-05,1.1663361100413634
8,h2,True,8,11,22,4.0624989196658134e-05,1.2130386813599814
8,h2,True,8,8,18,3.187498077750206e-05,1.1663361100413634
8,h2,True,8,8,16,2.9042130336165428e-05,1.1387502839458286
8,h2,True,8,11,23,4.208390600979328e-05,1.2233519935909793
8,h2,True,8,8,16,2.929195761680603e-05,1.1387502839458286
8,h2,True,8,8,16,2.9125018045306206e-05,1.1387502839458286
8,h2,True,8,8,16,2.9125018045306206e-05,1.1387502839458286
8,h2,True,8,10,21,3.791693598031998e-05,1.2022359117176493
8,h2,True,8,10,21,3.7999823689460754e-05,1.2022359117176493
8,h2,True,8,12,24,4.454189911484718e-05,1.2332199259759564
8,h2,True,8,10,21,3.8207974284887314e-05,1.2022359117176493
8,h2,True,8,8,18,3.2125040888786316e-05,1.1663361100413634
8,h2,True,8,8,16,2.945913001894951e-05,1.1387502839458286
8,h2,True,8,8,16,2.9082875698804855e-05,1.1387502839458286
8,h2,True,8,12,24,4.437495954334736e-05,1.2332199259759564
8,h2,True,8,8,16,2.9125018045306206e-05,1.1387502839458286
8,h2,True,8,9,19,3.4082913771271706e-05,1.1789493962140987
8,h2,True,8,10,21,3.8291094824671745e-05,1.2022359117176493
8,h2,True,8,8,14,2.650008536875248e-05,1.1072402735252624
8,h2,True,8,12,24,4.4208019971847534e-05,1.2332199259759564
8,h2,True,8,8,14,2.6250025257468224e-05,1.1072402735252624
8,h2,True,8,10,21,3.812485374510288e-05,1.2022359117176493
8,h2,True,8,9,19,3.716698847711086e-05,1.1789493962140987
8,h2,True,8,10,21,3.791600465774536e-05,1.2022359117176493
8,h2,True,8,8,16,2.9125018045306206e-05,1.1387502839458286
8,h2,True,8,12,24,4.424992948770523e-05,1.2332199259759564
8,h2,True,8,10,21,3.833300434052944e-05,1.2022359117176493
8,h2,True,8,11,22,4.0624989196658134e-05,1.2130386813599814
8,h2,True,8,8,16,2.9165996238589287e-05,1.1387502839458286
8,h2,True,8,10,21,3.816606476902962e-05,1.2022359117176493
8,h2,True,8,8,16,2.9167160391807556e-05,1.1387502839458286
8,h2,True,8,8,16,2.9291026294231415e-05,1.1387502839458286
8,h2,True,8,10,21,3.8125086575746536e-05,1.2022359117176493
8,h2,True,8,9,19,3.441702574491501e-05,1.1789493962140987
8,h2,True,8,8,14,2.6292167603969574e-05,1.1072402735252624
8,h2,True,8,8,16,2.9082875698804855e-05,1.1387502839458286
8,h2,True,8,10,21,3.808317705988884e-05,1.2022359117176493
8,h2,True,8,8,16,2.8959009796380997e-05,1.1387502839458286
8,h2,True,8,8,16,2.8957845643162727e-05,1.1387502839458286
8,h2,True,8,8,18,3.208313137292862e-05,1.1663361100413634
8,h2,True,8,10,21,3.80838755518198e-05,1.2022359117176493
8,h2,True,8,8,18,3.233295865356922e-05,1.1663361100413634
8,h2,True,8,9,19,3.4458935260772705e-05,1.1789493962140987
8,h2,True,8,8,16,2.9124785214662552e-05,1.1387502839458286
8,h2,True,8,8,18,3.220909275114536e-05,1.1663361100413634
8,h2,True,8,8,18,3.229198046028614e-05,1.1663361100413634
8,h2,True,8,8,18,3.1916191801428795e-05,1.1663361100413634
8,h2,True,8,11,22,4.075001925230026e-05,1.2130386813599814
8,h2,True,8,10,21,3.808317705988884e-05,1.2022359117176493
8,h2,True,8,8,16,2.8999987989664078e-05,1.1387502839458286
8,h2,True,8,8,14,2.5999965146183968e-05,1.1072402735252624
8,h2,True,8,8,16,2.9125018045306206e-05,1.1387502839458286
8,h2,True,8,9,18,3.2833078876137733e-05,1.1663361100413634
8,h2,True,8,8,18,3.258395008742809e-05,1.1663361100413634
8,h2,True,8,9,18,3.3082906156778336e-05,1.1663361100413634
8,h2,True,8,10,21,3.804219886660576e-05,1.2022359117176493
8,h2,True,8,11,22,4.1165854781866074e-05,1.2130386813599814
8,h2,True,8,8,16,3.179209306836128e-05,1.1387502839458286
8,h2,True,8,10,21,3.837491385638714e-05,1.2022359117176493
8,h2,True,8,8,14,2.6416964828968048e-05,1.1072402735252624
8,h2,True,8,11,20,3.800005652010441e-05,1.19089265746083
8,h2,True,8,11,22,4.091695882380009e-05,1.2130386813599814
8,h2,True,8,10,21,4.079192876815796e-05,1.2022359117176493
8,h2,True,8,10,21,3.787502646446228e-05,1.2022359117176493
8,h2,True,8,8,16,2.9082875698804855e-05,1.1387502839458286
8,h2,True,8,12,24,4.4208019971847534e-05,1.2332199259759564
8,h2,True,8,10,21,3.8125086575746536e-05,1.2022359117176493
8,h2,True,8,14,27,5.050003528594971e-05,1.2605116666223641
8,h2,True,8,8,16,2.9250048100948334e-05,1.1387502839458286
8,h3,True,8,8,18,9.258300997316837e-05,1.1663361100413634
8,h3,True,8,9,17,8.745910599827766e-05,1.1529696597336176
8,h3,True,8,8,18,9.27499495446682e-05,1.1663361100413634
8,h3,True,8,8,16,8.13750084489584e-05,1.1387502839458286
8,h3,True,8,10,21,0.00010899989865720272,1.2022359117176493
8,h3,True,8,8,14,7.266714237630367e-05,1.1072402735252624
8,h3,True,8,8,16,8.141598664224148e-05,1.1387502839458286
8,h3,True,8,8,18,9.012501686811447e-05,1.1663361100413634
8,h3,True,8,8,14,7.26659782230854e-05,1.1072402735252624
8,h3,True,8,8,16,8.266698569059372e-05,1.1387502839458286
8,h3,True,8,8,14,7.229205220937729e-05,1.1072402735252624
8,h3,True,8,8,16,8.237501606345177e-05,1.1387502839458286
8,h3,True,8,8,14,7.241708226501942e-05,1.1072402735252624
8,h3,True,8,8,16,8.249981328845024e-05,1.1387502839458286
8,h3,True,8,10,21,0.00010795891284942627,1.2022359117176493
8,h3,True,8,8,16,8.320808410644531e-05,1.1387502839458286
8,h3,True,8,8,16,8.208421058952808e-05,1.1387502839458286
8,h3,True,8,10,21,0.00010841595940291882,1.2022359117176493
8,h3,True,8,8,16,8.066603913903236e-05,1.1387502839458286
8,h3,True,8,10,21,0.00010591698810458183,1.2022359117176493
8,h3,True,8,8,16,8.237501606345177e-05,1.1387502839458286
8,h3,True,8,8,18,9.16668213903904e-05,1.1663361100413634
8,h3,True,8,11,22,0.00011408398859202862,1.2130386813599814
8,h3,True,8,8,16,8.183298632502556e-05,1.1387502839458286
8,h3,True,8,8,16,8.66251066327095e-05,1.1387502839458286
8,h3,True,8,8,16,8.162506856024265e-05,1.1387502839458286
8,h3,True,8,8,18,9.208288975059986e-05,1.1663361100413634
8,h3,True,8,10,21,0.00010670814663171768,1.2022359117176493
8,h3,True,8,8,18,8.991686627268791e-05,1.1663361100413634
8,h3,True,8,8,16,8.254102431237698e-05,1.1387502839458286
8,h3,True,8,8,18,8.845794945955276e-05,1.1663361100413634
8,h3,True,8,11,22,0.00011233286932110786,1.2130386813599814
8,h3,True,8,8,18,9.183399379253387e-05,1.1663361100413634
8,h3,True,8,8,16,8.158385753631592e-05,1.1387502839458286
8,h3,True,8,11,23,0.00011445791460573673,1.2233519935909793
8,h3,True,8,8,16,8.104112930595875e-05,1.1387502839458286
8,h3,True,8,8,16,8.120806887745857e-05,1.1387502839458286
8,h3,True,8,8,16,8.091586641967297e-05,1.1387502839458286
8,h3,True,8,10,21,0.00010783388279378414,1.2022359117176493
8,h3,True,8,10,21,0.00010595796629786491,1.2022359117176493
8,h3,True,8,8,18,8.945795707404613e-05,1.1663361100413634
8,h3,True,8,10,21,0.0001050001010298729,1.2022359117176493
8,h3,True,8,8,18,9.020790457725525e-05,1.1663361100413634
8,h3,True,8,8,16,8.370797149837017e-05,1.1387502839458286
8,h3,True,8,8,16,8.166604675352573e-05,1.1387502839458286
8,h3,True,8,12,24,0.00011983304284512997,1.2332199259759564
8,h3,True,8,8,16,8.037500083446503e-05,1.1387502839458286
8,h3,True,8,9,19,9.670783765614033e-05,1.1789493962140987
8,h3,True,8,10,21,0.00010537495836615562,1.2022359117176493
8,h3,True,8,8,14,7.195817306637764e-05,1.1072402735252624
8,h3,True,8,12,24,0.00012274994514882565,1.2332199259759564
8,h3,True,8,8,14,7.237493991851807e-05,1.1072402735252624
8,h3,True,8,10,21,0.00010750000365078449,1.2022359117176493
8,h3,True,8,9,19,9.649991989135742e-05,1.1789493962140987
8,h3,True,8,10,21,0.00010783295147120953,1.2022359117176493
8,h3,True,8,8,16,8.074985817074776e-05,1.1387502839458286
8,h3,True,8,8,18,8.949986658990383e-05,1.1663361100413634
8,h3,True,8,9,20,0.0001012908760458231,1.19089265746083
8,h3,True,8,11,22,0.00011266698129475117,1.2130386813599814
8,h3,True,8,8,16,8.224998600780964e-05,1.1387502839458286
8,h3,True,8,9,20,9.908294305205345e-05,1.19089265746083
8,h3,True,8,8,16,8.13750084489584e-05,1.1387502839458286
8,h3,True,8,8,16,8.116709068417549e-05,1.1387502839458286
8,h3,True,8,10,21,0.00010845880024135113,1.2022359117176493
8,h3,True,8,9,19,9.5791881904006e-05,1.1789493962140987
8,h3,True,8,8,14,7.295911200344563e-05,1.1072402735252624
8,h3,True,8,8,16,8.120900020003319e-05,1.1387502839458286
8,h3,True,8,9,20,9.845895692706108e-05,1.19089265746083
8,h3,True,8,8,16,8.120783604681492e-05,1.1387502839458286
8,h3,True,8,8,16,8.020782843232155e-05,1.1387502839458286
8,h3,True,8,8,18,8.841720409691334e-05,1.1663361100413634
8,h3,True,8,10,21,0.00010704202577471733,1.2022359117176493
8,h3,True,8,8,18,9.02500469237566e-05,1.1663361100413634
8,h3,True,8,9,19,9.520817548036575e-05,1.1789493962140987
8,h3,True,8,8,16,8.150003850460052e-05,1.1387502839458286
8,h3,True,8,8,18,9.04998742043972e-05,1.1663361100413634
8,h3,True,8,8,18,8.89170914888382e-05,1.1663361100413634
8,h3,True,8,8,18,8.837506175041199e-05,1.1663361100413634
8,h3,True,8,11,22,0.0001113328617066145,1.2130386813599814
8,h3,True,8,10,21,0.00010737497359514236,1.2022359117176493
8,h3,True,8,8,16,8.095894008874893e-05,1.1387502839458286
8,h3,True,8,8,14,7.474981248378754e-05,1.1072402735252624
8,h3,True,8,8,16,8.124997839331627e-05,1.1387502839458286
8,h3,True,8,9,18,9.229197166860104e-05,1.1663361100413634
8,h3,True,8,8,18,8.858297951519489e-05,1.1663361100413634
8,h3,True,8,9,18,9.108288213610649e-05,1.1663361100413634
8,h3,True,8,10,21,0.00010424992069602013,1.2022359117176493
8,h3,True,8,11,22,0.00011316593736410141,1.2130386813599814
8,h3,True,8,8,16,7.962505333125591e-05,1.1387502839458286
8,h3,True,8,10,21,0.00010708393529057503,1.2022359117176493
8,h3,True,8,8,14,7.19169620424509e-05,1.1072402735252624
8,h3,True,8,11,20,0.0001027500256896019,1.19089265746083
8,h3,True,8,11,22,0.00011266698129475117,1.2130386813599814
8,h3,True,8,9,20,9.829201735556126e-05,1.19089265746083
8,h3,True,8,8,18,9.125005453824997e-05,1.1663361100413634
8,h3,True,8,8,16,8.108397014439106e-05,1.1387502839458286
8,h3,True,8,12,24,0.00012295786291360855,1.2332199259759564
8,h3,True,8,8,18,9.099999442696571e-05,1.1663361100413634
8,h3,True,8,14,27,0.00013687508180737495,1.2605116666223641
8,h3,True,8,8,16,8.399994112551212e-05,1.1387502839458286
10,h1,True,10,38,68,9.016715921461582e-05,1.3332523895439818
10,h1,True,10,41,76,9.833299554884434e-05,1.3530879532701952
10,h1,True,10,28,51,6.479094736278057e-05,1.2821069420985616
10,h1,True,10,21,41,5.070795305073261e-05,1.2433365439859378
10,h1,True,10,37,70,8.9708948507905e-05,1.3384174087068894
10,h1,True,10,38,71,9.016599506139755e-05,1.3409459320183617
10,h1,True,10,28,52,6.545800715684891e-05,1.285555326891747
10,h1,True,10,14,30,3.554183058440685e-05,1.1876050666770976
10,h1,True,10,25,46,5.841604433953762e-05,1.2637830032245092
10,h1,True,10,21,42,5.129189230501652e-05,1.2476203436360045
10,h1,True,10,43,75,9.770807810127735e-05,1.350723259591009
10,h1,True,10,30,58,7.279193960130215e-05,1.3049540298401952
10,h1,True,10,28,53,6.658281199634075e-05,1.288938235610673
10,h1,True,10,28,51,6.52081798762083e-05,1.2821069420985616
10,h1,True,10,23,40,5.1957787945866585e-05,1.2389455112080934
10,h1,True,10,23,47,5.7584140449762344e-05,1.2676025072430828
10,h1,True,10,16,31,3.8125086575746536e-05,1.1934799466493504
10,h1,True,10,35,63,8.066697046160698e-05,1.3196570874098779
10,h1,True,10,23,43,5.375011824071407e-05,1.2518021746147925
10,h1,True,10,27,51,6.425008177757263e-05,1.2821069420985616
10,h1,True,10,13,22,2.837507054209709e-05,1.1315476594986995
10,h1,True,10,30,56,7.154210470616817e-05,1.2987185985179077
10,h1,True,10,24,43,5.52500132471323e-05,1.2518021746147925
10,h1,True,10,37,70,8.858297951519489e-05,1.3384174087068894
10,h1,True,10,26,50,6.24998938292265e-05,1.2785904054792132
10,h1,True,10,34,62,7.904181256890297e-05,1.3168109153499783
10,h1,True,10,14,30,3.5082921385765076e-05,1.1876050666770976
10,h1,True,10,33,56,7.320800796151161e-05,1.2987185985179077
10,h1,True,10,33,56,7.345806807279587e-05,1.2987185985179077
10,h1,True,10,29,54,6.841681897640228e-05,1.2922581883804543
10,h1,True,10,33,58,7.537496276199818e-05,1.3049540298401952
10,h1,True,10,18,37,4.437495954334736e-05,1.2250697680770326
10,h1,True,10,26,47,5.983305163681507e-05,1.2676025072430828
10,h1,True,10,39,74,9.325006976723671e-05,1.3483275833870652
10,h1,True,10,16,35,4.1082967072725296e-05,1.2151653318986404
10,h1,True,10,53,92,0.00012304098345339298,1.3872921962753146
10,h1,True,10,37,68,8.62909946590662e-05,1.3332523895439818
10,h1,True,10,35,62,8.008303120732307e-05,1.3168109153499783
10,h1,True,10,12,20,2.595805563032627e-05,1.1140833431451682
10,h1,True,10,28,51,6.491714157164097e-05,1.2821069420985616
10,h1,True,10,32,57,7.408298552036285e-05,1.3018634193564975
10,h1,True,10,53,93,0.00012754113413393497,1.389233594678648
10,h1,True,10,26,47,6.087496876716614e-05,1.2676025072430828
10,h1,True,10,30,55,7.02498946338892e-05,1.2955175615642647
10,h1,True,10,41,73,9.583402425050735e-05,1.3459000701983417
10,h1,True,10,32,60,7.670791819691658e-05,1.3109801188945354
10,h1,True,10,24,44,5.670799873769283e-05,1.2558869208526273
10,h1,True,10,33,59,7.654190994799137e-05,1.3079923294726679
10,h1,True,10,31,55,7.075001485645771e-05,1.2955175615642647
10,h1,True,10,30,55,6.991717964410782e-05,1.2955175615642647
10,h1,True,10,38,68,9.150011464953423e-05,1.3332523895439818
10,h1,True,10,24,44,5.587493069469929e-05,1.2558869208526273
10,h1,True,10,33,59,7.54999928176403e-05,1.3079923294726679
10,h1,True,10,25,46,5.829101428389549e-05,1.2637830032245092
10,h1,True,10,34,63,8.041714318096638e-05,1.3196570874098779
10,h1,True,10,54,95,0.00012562493793666363,1.393056597769927
10,h1,True,10,23,43,5.387491546571255e-05,1.2518021746147925
10,h1,True,10,52,90,0.00011962489224970341,1.3833474003036734
10,h1,True,10,36,66,8.437503129243851e-05,1.3279361109255956
10,h1,True,10,43,75,9.712507016956806e-05,1.350723259591009
10,h1,True,10,35,67,8.358410559594631e-05,1.3306137298923986
10,h1,True,10,30,55,7.466715760529041e-05,1.2955175615642647
10,h1,True,10,27,51,6.445799954235554e-05,1.2821069420985616
10,h1,True,10,32,57,7.366691716015339e-05,1.3018634193564975
10,h1,True,10,43,75,9.874999523162842e-05,1.350723259591009
10,h1,True,10,35,66,8.299993351101875e-05,1.3279361109255956
10,h1,True,10,53,92,0.00012433319352567196,1.3872921962753146
10,h1,True,10,26,47,6.0165999457240105e-05,1.2676025072430828
10,h1,True,10,25,48,6.0625141486525536e-05,1.2713413155146092
10,h1,True,10,23,40,5.145883187651634e-05,1.2389455112080934
10,h1,True,10,34,62,7.858290337026119e-05,1.3168109153499783
10,h1,True,10,23,44,5.466700531542301e-05,1.2558869208526273
10,h1,True,10,33,61,7.699988782405853e-05,1.3139191066442062
10,h1,True,10,23,40,5.191704258322716e-05,1.2389455112080934
10,h1,True,10,45,79,0.00010358309373259544,1.360004180834549
10,h1,True,10,23,40,5.137501284480095e-05,1.2389455112080934
10,h1,True,10,31,56,7.466715760529041e-05,1.2987185985179077
10,h1,True,10,22,41,5.129212513566017e-05,1.2433365439859378
10,h1,True,10,39,69,8.933385834097862e-05,1.3358532471409261
10,h1,True,10,33,56,7.279193960130215e-05,1.2987185985179077
10,h1,True,10,36,63,8.108397014439106e-05,1.3196570874098779
10,h1,True,10,21,42,5.112495273351669e-05,1.2476203436360045
10,h1,True,10,21,40,4.908395931124687e-05,1.2389455112080934
10,h1,True,10,35,66,8.258293382823467e-05,1.3279361109255956
10,h1,True,10,37,70,8.883303962647915e-05,1.3384174087068894
10,h1,True,10,35,63,8.079083636403084e-05,1.3196570874098779
10,h1,True,10,41,76,9.63748898357153e-05,1.3530879532701952
10,h1,True,10,27,50,6.274995394051075e-05,1.2785904054792132
10,h1,True,10,39,69,9.204214438796043e-05,1.3358532471409261
10,h1,True,10,25,46,5.9125013649463654e-05,1.2637830032245092
10,h1,True,10,12,20,2.5833025574684143e-05,1.1140833431451682
10,h1,True,10,21,40,4.9250200390815735e-05,1.2389455112080934
10,h1,True,10,29,53,7.041706703603268e-05,1.288938235610673
10,h1,True,10,32,58,7.449998520314693e-05,1.3049540298401952
10,h1,True,10,30,56,7.11251050233841e-05,1.2987185985179077
10,h1,True,10,25,48,5.950010381639004e-05,1.2713413155146092
10,h1,True,10,37,66,8.429191075265408e-05,1.3279361109255956
10,h1,True,10,23,43,5.349982529878616e-05,1.2518021746147925
10,h1,True,10,29,53,6.75420742481947e-05,1.288938235610673
10,h1,True,10,43,75,9.854184463620186e-05,1.350723259591009
10,h2,True,10,12,24,4.5000109821558e-05,1.1473801265890193
10,h2,True,10,16,30,5.6625111028552055e-05,1.1876050666770976
10,h2,True,10,10,21,3.7999823689460754e-05,1.1230406650868217
10,h2,True,10,12,24,4.4250162318348885e-05,1.1473801265890193
10,h2,True,10,10,21,3.77078540623188e-05,1.1230406650868217
10,h2,True,10,19,36,6.837490946054459e-05,1.220188001146636
10,h2,True,10,19,36,7.016700692474842e-05,1.220188001146636
10,h2,True,10,10,19,3.529200330376625e-05,1.1046242811996336
10,h2,True,10,10,19,3.537489101290703e-05,1.1046242811996336
10,h2,True,10,14,27,5.0459057092666626e-05,1.1686710420278263
10,h2,True,10,29,51,9.92089044302702e-05,1.2821069420985616
10,h2,True,10,10,21,3.8624973967671394e-05,1.1230406650868217
10,h2,True,10,14,27,5.0416216254234314e-05,1.1686710420278263
10,h2,True,10,17,31,5.929102189838886e-05,1.1934799466493504
10,h2,True,10,13,23,4.449998959898949e-05,1.1396482221756665
10,h2,True,10,13,26,4.8999907448887825e-05,1.1618647289881459
10,h2,True,10,11,22,4.091695882380009e-05,1.1315476594986995
10,h2,True,10,17,32,6.066611967980862e-05,1.199161350298363
10,h2,True,10,10,19,3.533298149704933e-05,1.1046242811996336
10,h2,True,10,19,36,6.862496957182884e-05,1.220188001146636
10,h2,True,10,10,17,3.233412280678749e-05,1.0839462429144477
10,h2,True,10,12,24,4.4665997847914696e-05,1.1473801265890193
10,h2,True,10,15,26,5.070795305073261e-05,1.1618647289881459
10,h2,True,10,10,21,3.795907832682133e-05,1.1230406650868217
10,h2,True,10,13,25,4.683295264840126e-05,1.1547761099237874
10,h2,True,10,10,21,3.85830644518137e-05,1.1230406650868217
10,h2,True,10,10,19,3.537489101290703e-05,1.1046242811996336
10,h2,True,10,12,24,4.433305002748966e-05,1.1473801265890193
10,h2,True,10,16,29,5.5042095482349396e-05,1.1815226778193648
10,h2,True,10,10,19,3.50000336766243e-05,1.1046242811996336
10,h2,True,10,16,32,6.295903585851192e-05,1.199161350298363
10,h2,True,10,10,19,3.541610203683376e-05,1.1046242811996336
10,h2,True,10,10,21,3.829202614724636e-05,1.1230406650868217
10,h2,True,10,19,37,7.570907473564148e-05,1.2250697680770326
10,h2,True,10,10,19,3.566616214811802e-05,1.1046242811996336
10,h2,True,10,25,47,8.995900861918926e-05,1.2676025072430828
10,h2,True,10,14,29,5.370797589421272e-05,1.1815226778193648
10,h2,True,10,18,35,6.591598503291607e-05,1.2151653318986404
10,h2,True,10,10,17,3.2624928280711174e-05,1.0839462429144477
10,h2,True,10,13,27,5.183299072086811e-05,1.1686710420278263
10,h2,True,10,15,30,5.616690032184124e-05,1.1876050666770976
10,h2,True,10,14,28,5.1999930292367935e-05,1.1752171572072152
10,h2,True,10,10,19,3.55839729309082e-05,1.1046242811996336
10,h2,True,10,13,26,4.875008016824722e-05,1.1618647289881459
10,h2,True,10,19,36,6.800005212426186e-05,1.220188001146636
10,h2,True,10,16,28,5.370797589421272e-05,1.1752171572072152
10,h2,True,10,10,19,3.5084085538983345e-05,1.1046242811996336
10,h2,True,10,10,21,3.795907832682133e-05,1.1230406650868217
10,h2,True,10,14,28,5.195802077651024e-05,1.1752171572072152
10,h2,True,10,14,27,5.012494511902332e-05,1.1686710420278263
10,h2,True,10,19,36,6.787502206861973e-05,1.220188001146636
10,h2,True,10,10,19,3.4999800845980644e-05,1.1046242811996336
10,h2,True,10,10,21,3.804103471338749e-05,1.1230406650868217
10,h2,True,10,12,24,4.437495954334736e-05,1.1473801265890193
10,h2,True,10,11,23,4.187482409179211e-05,1.1396482221756665
10,h2,True,10,25,47,8.870800957083702e-05,1.2676025072430828
10,h2,True,10,10,19,3.545801155269146e-05,1.1046242811996336
10,h2,True,10,29,54,0.00010345806367695332,1.2922581883804543
10,h2,True,10,19,37,6.929202936589718e-05,1.2250697680770326
10,h2,True,10,29,51,9.866710752248764e-05,1.2821069420985616
10,h2,True,10,17,33,6.779097020626068e-05,1.2046619286106806
10,h2,True,10,14,29,5.2999937906861305e-05,1.1815226778193648
10,h2,True,10,13,25,4.700012505054474e-05,1.1547761099237874
10,h2,True,10,15,30,5.570799112319946e-05,1.1876050666770976
10,h2,True,10,28,50,9.716604836285114e-05,1.2785904054792132
10,h2,True,10,17,33,6.166589446365833e-05,1.2046619286106806
10,h2,True,10,25,47,8.925003930926323e-05,1.2676025072430828
10,h2,True,10,10,21,3.829179331660271e-05,1.1230406650868217
10,h2,True,10,16,30,5.679205060005188e-05,1.1876050666770976
10,h2,True,10,13,23,4.3999869376420975e-05,1.1396482221756665
10,h2,True,10,10,21,3.8250116631388664e-05,1.1230406650868217
10,h2,True,10,12,24,4.449998959898949e-05,1.1473801265890193
10,h2,True,10,10,21,3.879121504724026e-05,1.1230406650868217
10,h2,True,10,13,23,4.375004209578037e-05,1.1396482221756665
10,h2,True,10,15,29,5.470891483128071e-05,1.1815226778193648
10,h2,True,10,13,23,4.375004209578037e-05,1.1396482221756665
10,h2,True,10,11,24,4.4209184125065804e-05,1.1473801265890193
10,h2,True,10,10,19,3.529200330376625e-05,1.1046242811996336
10,h2,True,10,23,43,8.212495595216751e-05,1.2518021746147925
10,h2,True,10,12,24,4.441593773663044e-05,1.1473801265890193
10,h2,True,10,18,35,6.504193879663944e-05,1.2151653318986404
10,h2,True,10,14,27,5.024997517466545e-05,1.1686710420278263
10,h2,True,10,12,24,4.470883868634701e-05,1.1473801265890193
10,h2,True,10,17,33,6.141699850559235e-05,1.2046619286106806
10,h2,True,10,12,24,4.429207183420658e-05,1.1473801265890193
10,h2,True,10,14,29,5.324999801814556e-05,1.1815226778193648
10,h2,True,10,16,30,5.6374818086624146e-05,1.1876050666770976
10,h2,True,10,10,21,3.791600465774536e-05,1.1230406650868217
10,h2,True,10,23,43,8.412497118115425e-05,1.2518021746147925
10,h2,True,10,10,21,3.8041966035962105e-05,1.1230406650868217
10,h2,True,10,10,17,3.241607919335365e-05,1.0839462429144477
10,h2,True,10,11,22,4.054210148751736e-05,1.1315476594986995
10,h2,True,10,13,25,4.6708155423402786e-05,1.1547761099237874
10,h2,True,10,12,26,4.737498238682747e-05,1.1618647289881459
10,h2,True,10,11,22,4.0708109736442566e-05,1.1315476594986995
10,h2,True,10,10,19,3.52498609572649e-05,1.1046242811996336
10,h2,True,10,13,26,4.779198206961155e-05,1.1618647289881459
10,h2,True,10,10,21,3.841705620288849e-05,1.1230406650868217
10,h2,True,10,13,25,4.666694439947605e-05,1.1547761099237874
10,h2,True,10,28,50,9.770900942385197e-05,1.2785904054792132
10,h3,True,10,10,21,0.00010791700333356857,1.1230406650868217
10,h3,True,10,16,30,0.0001493329182267189,1.1876050666770976
10,h3,True,10,10,21,0.00010549998842179775,1.1230406650868217
10,h3,True,10,12,24,0.00012154201976954937,1.1473801265890193
10,h3,True,10,10,21,0.00010237493552267551,1.1230406650868217
10,h3,True,10,14,28,0.00013883388601243496,1.1752171572072152
10,h3,True,10,13,25,0.00012691598385572433,1.1547761099237874
10,h3,True,10,10,19,9.504193440079689e-05,1.1046242811996336
10,h3,True,10,10,19,0.00010445783846080303,1.1046242811996336
